cod_curso,curso,seccion_key,horarios
CS221,ARQUITECTURA DE COMPUTADORES,3.01,"[{""Seccion"": 3, ""Grupo"": ""LABORATORIO 3.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 16:00 - 18:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M301(30)"", ""Vacantes"": 30, ""Matriculados"": 30, ""Docente"": ""Williams Valencia, Carlos Eduardo "", ""Correo"": ""cwilliams@utec.edu.pe""}, {""Seccion"": 3, ""Grupo"": ""LABORATORIO 3.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 14:00 - 16:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M301(30)"", ""Vacantes"": 30, ""Matriculados"": 30, ""Docente"": ""Williams Valencia, Carlos Eduardo "", ""Correo"": ""cwilliams@utec.edu.pe""}, {""Seccion"": 3, ""Grupo"": ""TEORÍA 3"", ""Modalidad"": ""Presencial"", ""Horario"": ""Lun. 16:00 - 18:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A708(44)"", ""Vacantes"": 30, ""Matriculados"": 30, ""Docente"": ""Adanaque Infante, Luz Antuanet"", ""Correo"": ""ladanaque@utec.edu.pe""}]"
CS221,ARQUITECTURA DE COMPUTADORES,5.01,"[{""Seccion"": 5, ""Grupo"": ""LABORATORIO 5.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 14:00 - 16:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M603(30)"", ""Vacantes"": 30, ""Matriculados"": 30, ""Docente"": ""Williams Valencia, Carlos Eduardo "", ""Correo"": ""cwilliams@utec.edu.pe""}, {""Seccion"": 5, ""Grupo"": ""LABORATORIO 5.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 16:00 - 18:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M604(30)"", ""Vacantes"": 30, ""Matriculados"": 30, ""Docente"": ""Williams Valencia, Carlos Eduardo "", ""Correo"": ""cwilliams@utec.edu.pe""}, {""Seccion"": 5, ""Grupo"": ""TEORÍA 5"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 16:00 - 18:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A803(45)"", ""Vacantes"": 30, ""Matriculados"": 30, ""Docente"": ""Gonzalez Reaño, Jorge Luis"", ""Correo"": ""jgonzalez@utec.edu.pe""}]"
CS292,INGENIERIA DE SOFTWARE II,1.01,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 19:00 - 21:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""19:00"", ""Hora_fin"": ""21:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M604(30)"", ""Vacantes"": 30, ""Matriculados"": 13, ""Docente"": ""Balbuena Palacios, Carlos "", ""Correo"": ""cbalbuena@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 19:00 - 21:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""19:00"", ""Hora_fin"": ""21:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M602(30)"", ""Vacantes"": 30, ""Matriculados"": 13, ""Docente"": ""Balbuena Palacios, Carlos "", ""Correo"": ""cbalbuena@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 08:00 - 10:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""08:00"", ""Hora_fin"": ""10:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A501(30)"", ""Vacantes"": 30, ""Matriculados"": 13, ""Docente"": ""Balbuena Palacios, Carlos "", ""Correo"": ""cbalbuena@utec.edu.pe""}]"
CS271,BASES DE DATOS I,1.01,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 20:00 - 22:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""20:00"", ""Hora_fin"": ""22:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M803(45)"", ""Vacantes"": 45, ""Matriculados"": 19, ""Docente"": ""Nina Choquehuayta, Wilder "", ""Correo"": ""wnina@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 20:00 - 22:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""20:00"", ""Hora_fin"": ""22:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M803(45)"", ""Vacantes"": 45, ""Matriculados"": 19, ""Docente"": ""Nina Choquehuayta, Wilder "", ""Correo"": ""wnina@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Lun. 16:00 - 18:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A1001(45)"", ""Vacantes"": 45, ""Matriculados"": 19, ""Docente"": ""Nina Choquehuayta, Wilder "", ""Correo"": ""wnina@utec.edu.pe""}]"
CS271,BASES DE DATOS I,2.01,"[{""Seccion"": 2, ""Grupo"": ""LABORATORIO 2.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 09:00 - 11:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""09:00"", ""Hora_fin"": ""11:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M302(60)"", ""Vacantes"": 44, ""Matriculados"": 33, ""Docente"": ""Ojeda Rios, Brenner Humberto "", ""Correo"": ""bojeda@utec.edu.pe""}, {""Seccion"": 2, ""Grupo"": ""LABORATORIO 2.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 09:00 - 11:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""09:00"", ""Hora_fin"": ""11:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M302(60)"", ""Vacantes"": 44, ""Matriculados"": 33, ""Docente"": ""Ojeda Rios, Brenner Humberto "", ""Correo"": ""bojeda@utec.edu.pe""}, {""Seccion"": 2, ""Grupo"": ""TEORÍA 2"", ""Modalidad"": ""Presencial"", ""Horario"": ""Lun. 16:00 - 18:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A1002(44)"", ""Vacantes"": 44, ""Matriculados"": 33, ""Docente"": ""Ojeda Rios, Brenner Humberto "", ""Correo"": ""bojeda@utec.edu.pe""}]"
CS271,BASES DE DATOS I,3.01,"[{""Seccion"": 3, ""Grupo"": ""LABORATORIO 3.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 14:00 - 16:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M803(45)"", ""Vacantes"": 45, ""Matriculados"": 38, ""Docente"": ""Nina Choquehuayta, Wilder "", ""Correo"": ""wnina@utec.edu.pe""}, {""Seccion"": 3, ""Grupo"": ""LABORATORIO 3.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 16:00 - 18:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M802(45)"", ""Vacantes"": 45, ""Matriculados"": 38, ""Docente"": ""Nina Choquehuayta, Wilder "", ""Correo"": ""wnina@utec.edu.pe""}, {""Seccion"": 3, ""Grupo"": ""TEORÍA 3"", ""Modalidad"": ""Presencial"", ""Horario"": ""Lun. 14:00 - 16:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A804(45)"", ""Vacantes"": 45, ""Matriculados"": 38, ""Docente"": ""Nina Choquehuayta, Wilder "", ""Correo"": ""wnina@utec.edu.pe""}]"
CS271,BASES DE DATOS I,4.01,"[{""Seccion"": 4, ""Grupo"": ""LABORATORIO 4.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 14:00 - 16:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M601(30)"", ""Vacantes"": 30, ""Matriculados"": 29, ""Docente"": ""Ojeda Rios, Brenner Humberto "", ""Correo"": ""bojeda@utec.edu.pe""}, {""Seccion"": 4, ""Grupo"": ""LABORATORIO 4.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 14:00 - 16:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M602(30)"", ""Vacantes"": 30, ""Matriculados"": 29, ""Docente"": ""Ojeda Rios, Brenner Humberto "", ""Correo"": ""bojeda@utec.edu.pe""}, {""Seccion"": 4, ""Grupo"": ""TEORÍA 4"", ""Modalidad"": ""Presencial"", ""Horario"": ""Lun. 14:00 - 16:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A1001(45)"", ""Vacantes"": 30, ""Matriculados"": 29, ""Docente"": ""Ojeda Rios, Brenner Humberto "", ""Correo"": ""bojeda@utec.edu.pe""}]"
CS272,BASES DE DATOS II,1.01,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 16:00 - 18:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M801(45)"", ""Vacantes"": 44, ""Matriculados"": 32, ""Docente"": ""Sanchez Enriquez, Heider Ysaias"", ""Correo"": ""hsanchez@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 18:00 - 20:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""18:00"", ""Hora_fin"": ""20:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M803(45)"", ""Vacantes"": 44, ""Matriculados"": 32, ""Docente"": ""Sanchez Enriquez, Heider Ysaias"", ""Correo"": ""hsanchez@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 16:00 - 17:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""17:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A701(44)"", ""Vacantes"": 44, ""Matriculados"": 32, ""Docente"": ""Sanchez Enriquez, Heider Ysaias"", ""Correo"": ""hsanchez@utec.edu.pe""}]"
CS272,BASES DE DATOS II,3.01,"[{""Seccion"": 3, ""Grupo"": ""LABORATORIO 3.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 16:00 - 18:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M604(30)"", ""Vacantes"": 30, ""Matriculados"": 13, ""Docente"": ""Sanchez Enriquez, Heider Ysaias"", ""Correo"": ""hsanchez@utec.edu.pe""}, {""Seccion"": 3, ""Grupo"": ""LABORATORIO 3.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 16:00 - 18:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M301(30)"", ""Vacantes"": 30, ""Matriculados"": 13, ""Docente"": ""Sanchez Enriquez, Heider Ysaias"", ""Correo"": ""hsanchez@utec.edu.pe""}, {""Seccion"": 3, ""Grupo"": ""TEORÍA 3"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 17:00 - 18:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""17:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A705(44)"", ""Vacantes"": 30, ""Matriculados"": 13, ""Docente"": ""Sanchez Enriquez, Heider Ysaias"", ""Correo"": ""hsanchez@utec.edu.pe""}]"
CS272,BASES DE DATOS II,4.01,"[{""Seccion"": 4, ""Grupo"": ""LABORATORIO 4.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 20:00 - 22:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""20:00"", ""Hora_fin"": ""22:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M603(30)"", ""Vacantes"": 30, ""Matriculados"": 26, ""Docente"": ""Sanchez Enriquez, Heider Ysaias"", ""Correo"": ""hsanchez@utec.edu.pe""}, {""Seccion"": 4, ""Grupo"": ""LABORATORIO 4.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 20:00 - 22:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""20:00"", ""Hora_fin"": ""22:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M301(30)"", ""Vacantes"": 30, ""Matriculados"": 26, ""Docente"": ""Sanchez Enriquez, Heider Ysaias"", ""Correo"": ""hsanchez@utec.edu.pe""}, {""Seccion"": 4, ""Grupo"": ""TEORÍA 4"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 20:00 - 21:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""20:00"", ""Hora_fin"": ""21:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A703(44)"", ""Vacantes"": 30, ""Matriculados"": 26, ""Docente"": ""Sanchez Enriquez, Heider Ysaias"", ""Correo"": ""hsanchez@utec.edu.pe""}]"
CS370,BIG DATA,1.01,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Vie. 20:00 - 22:00"", ""Dia"": ""Vie"", ""Hora_inicio"": ""20:00"", ""Hora_fin"": ""22:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M302(60)"", ""Vacantes"": 45, ""Matriculados"": 21, ""Docente"": ""LEZAMA BENAVIDES, ALDO MARTIN "", ""Correo"": ""alezama@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Sab. 13:00 - 15:00"", ""Dia"": ""Sab"", ""Hora_inicio"": ""13:00"", ""Hora_fin"": ""15:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M302(60)"", ""Vacantes"": 45, ""Matriculados"": 21, ""Docente"": ""LEZAMA BENAVIDES, ALDO MARTIN "", ""Correo"": ""alezama@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Lun. 19:00 - 21:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""19:00"", ""Hora_fin"": ""21:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M302(60)"", ""Vacantes"": 45, ""Matriculados"": 21, ""Docente"": ""LEZAMA BENAVIDES, ALDO MARTIN "", ""Correo"": ""alezama@utec.edu.pe""}]"
CB309,COMPUTACION MOLECULAR BIOLOGICA,1.01,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 07:00 - 11:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""07:00"", ""Hora_fin"": ""11:00"", ""Frecuencia"": ""Semana A"", ""Ubicacion"": ""UTEC-BA L405"", ""Vacantes"": 18, ""Matriculados"": 18, ""Docente"": ""Cueva Tavara, Mario "", ""Correo"": ""mcueva@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 11:00 - 13:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""13:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A102(36)"", ""Vacantes"": 36, ""Matriculados"": 36, ""Docente"": ""Ratti Parandelli, Alejandra "", ""Correo"": ""aratti@utec.edu.pe""}]"
CB309,COMPUTACION MOLECULAR BIOLOGICA,1.02,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.02"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 07:00 - 11:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""07:00"", ""Hora_fin"": ""11:00"", ""Frecuencia"": ""Semana B"", ""Ubicacion"": ""UTEC-BA L405"", ""Vacantes"": 18, ""Matriculados"": 18, ""Docente"": ""Cueva Tavara, Mario "", ""Correo"": ""mcueva@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 11:00 - 13:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""13:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A102(36)"", ""Vacantes"": 36, ""Matriculados"": 36, ""Docente"": ""Ratti Parandelli, Alejandra "", ""Correo"": ""aratti@utec.edu.pe""}]"
CS3P2,CLOUD COMPUTING,1.01,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 20:00 - 22:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""20:00"", ""Hora_fin"": ""22:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M803(45)"", ""Vacantes"": 45, ""Matriculados"": 45, ""Docente"": ""Colchado Ruíz, Geraldo "", ""Correo"": ""gcolchado@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 20:00 - 22:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""20:00"", ""Hora_fin"": ""22:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M802(45)"", ""Vacantes"": 45, ""Matriculados"": 45, ""Docente"": ""Colchado Ruíz, Geraldo "", ""Correo"": ""gcolchado@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Lun. 07:00 - 08:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""07:00"", ""Hora_fin"": ""08:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA AULA MAGNA"", ""Vacantes"": 120, ""Matriculados"": 98, ""Docente"": ""Colchado Ruíz, Geraldo "", ""Correo"": ""gcolchado@utec.edu.pe""}]"
CS3P2,CLOUD COMPUTING,1.02,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.02"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 07:00 - 09:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""07:00"", ""Hora_fin"": ""09:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M601(30)"", ""Vacantes"": 30, ""Matriculados"": 29, ""Docente"": ""Colchado Ruíz, Geraldo "", ""Correo"": ""gcolchado@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.02"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 07:00 - 09:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""07:00"", ""Hora_fin"": ""09:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M602(30)"", ""Vacantes"": 30, ""Matriculados"": 29, ""Docente"": ""Colchado Ruíz, Geraldo "", ""Correo"": ""gcolchado@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Lun. 07:00 - 08:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""07:00"", ""Hora_fin"": ""08:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA AULA MAGNA"", ""Vacantes"": 120, ""Matriculados"": 98, ""Docente"": ""Colchado Ruíz, Geraldo "", ""Correo"": ""gcolchado@utec.edu.pe""}]"
CS3P2,CLOUD COMPUTING,1.03,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.03"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mie. 07:00 - 09:00"", ""Dia"": ""Mie"", ""Hora_inicio"": ""07:00"", ""Hora_fin"": ""09:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M801(45)"", ""Vacantes"": 45, ""Matriculados"": 24, ""Docente"": ""Mejia Fernandez, Oscar Rodolfo "", ""Correo"": ""omejia@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.03"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 07:00 - 09:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""07:00"", ""Hora_fin"": ""09:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M801(45)"", ""Vacantes"": 45, ""Matriculados"": 24, ""Docente"": ""Mejia Fernandez, Oscar Rodolfo "", ""Correo"": ""omejia@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Lun. 07:00 - 08:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""07:00"", ""Hora_fin"": ""08:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA AULA MAGNA"", ""Vacantes"": 120, ""Matriculados"": 98, ""Docente"": ""Colchado Ruíz, Geraldo "", ""Correo"": ""gcolchado@utec.edu.pe""}]"
CS342,COMPILADORES,1.01,"[{""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 13:00 - 15:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""13:00"", ""Hora_fin"": ""15:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M602(30)"", ""Vacantes"": 30, ""Matriculados"": 30, ""Docente"": ""Yarasca Moscol, Julio Eduardo "", ""Correo"": ""jyarascam@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""LABORATORIO 1.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 13:00 - 15:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""13:00"", ""Hora_fin"": ""15:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M602(30)"", ""Vacantes"": 30, ""Matriculados"": 30, ""Docente"": ""Yarasca Moscol, Julio Eduardo "", ""Correo"": ""jyarascam@utec.edu.pe""}, {""Seccion"": 1, ""Grupo"": ""TEORÍA 1"", ""Modalidad"": ""Presencial"", ""Horario"": ""Lun. 14:00 - 16:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""14:00"", ""Hora_fin"": ""16:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A707(44)"", ""Vacantes"": 30, ""Matriculados"": 30, ""Docente"": ""Yarasca Moscol, Julio Eduardo "", ""Correo"": ""jyarascam@utec.edu.pe""}]"
CS342,COMPILADORES,2.01,"[{""Seccion"": 2, ""Grupo"": ""LABORATORIO 2.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Mar. 11:00 - 13:00"", ""Dia"": ""Mar"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""13:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M602(30)"", ""Vacantes"": 30, ""Matriculados"": 12, ""Docente"": ""Yarasca Moscol, Julio Eduardo "", ""Correo"": ""jyarascam@utec.edu.pe""}, {""Seccion"": 2, ""Grupo"": ""LABORATORIO 2.01"", ""Modalidad"": ""Presencial"", ""Horario"": ""Jue. 11:00 - 13:00"", ""Dia"": ""Jue"", ""Hora_inicio"": ""11:00"", ""Hora_fin"": ""13:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA M603(30)"", ""Vacantes"": 30, ""Matriculados"": 12, ""Docente"": ""Yarasca Moscol, Julio Eduardo "", ""Correo"": ""jyarascam@utec.edu.pe""}, {""Seccion"": 2, ""Grupo"": ""TEORÍA 2"", ""Modalidad"": ""Presencial"", ""Horario"": ""Lun. 16:00 - 18:00"", ""Dia"": ""Lun"", ""Hora_inicio"": ""16:00"", ""Hora_fin"": ""18:00"", ""Frecuencia"": ""Semana General"", ""Ubicacion"": ""UTEC-BA A902(42)"", ""Vacantes"": 30, ""Matriculados"": 12, ""Docente"": ""Yarasca Moscol, Julio Eduardo "", ""Correo"": ""jyarascam@utec.edu.pe""}]"
